Ortografia Antiga	Ortografia Nova
narcoléptico	narcoléptico, narcolético
nariz-de-cera	nariz de cera
nautilóide	nautiloide
nectozóide	nectozoide
nefelóide	nefeloide
nefróide	nefroide
nefropéctico	nefropético
negro-de-fumo	negro de fumo
negróide	negroide
nematóide	nematoide
neo-árico	neoárico
neo-ático	neoático
neo-escolástica	neoescolástica
neo-escolástico	neoescolástico
neo-eslavismo	neoeslavismo
neo-estoicismo	neoestoicismo
neo-estóico	neoestoico
neo-expressionista	neoexpressionista
neo-idealismo	neoidealismo
neo-impressionismo	neoimpressionismo
neo-impressionista	neoimpressionista
neo-realismo	neorrealismo
neo-realista	neorrealista
neo-republicanismo	neorrepublicanismo
neo-republicano	neorepublicano
neo-romântica	neorromântica
neo-romântico	neorromântico
neo-romantismo	neorromantismo
neo-socialismo	neossocialismo
Neozóico	Neozoico
ninfóide	ninfoide
nó-de-adão	nó de Adão
noctívaga	noctívaga, notívaga
noctívago	notívago, noctívago
nocturnal	noturnal
nocturnamente	noturnamente
nocturno	noturno
nocturnos	noturnos
nóia	noia
Novembro	novembro
nucleóide	nucleoide
obducto	obduto
objecção	objeção
objectado	objetado
objectal	objetal
objectante	objetante
objectar	objetar
objectável	objetável
objectiva	objetiva
objectivação	objetivação
objectivado	objetivado
objectivador	objetivador
objectivamente	objetivamente
objectivar	objetivar
objectivável	objetivável
objectividade	objetividade
objectivismo	objetivismo
objectivista	objetivista
objectivo	objetivo
objecto	objeto
objectologia	objetologia
objectológico	objetológico
objectologista	objetologista
objectólogo	objetólogo
objector	objetor
objectora	objetora
obovóide	obovoide
obstupefacção	obstupefação
oco-do-coração	oco do coração
octávia	otávia
odontóide	odontoide
oficial-às-ordens	oficial às ordens
ofióide	ofioide
oitavos-de-final	oitavos de final
olfacção	olfação
olfactar	olfatar
olfáctica	olfática
olfáctico	olfático
olfactivamente	olfativamente
olfactivo	olfativo
olfacto	olfato
olfactometria	olfatometria
olfactométrico	olfatométrico
olfactómetro	olfatómetro
olfactório	olfatório
olho-de-mosquito	olho de mosquito
olho-de-sogra	olho de sogra
olho-de-tigre	olho de tigre
omnidireccional	omnidirecional
omóide	omoide
óptica	ótica
opticidade	opticidade, oticidade
opticista	oticista
óptico	ótico
opticometria	opticometria, oticometria
opticométrico	opticométrico, oticométrico
opticómetro	opticómetro, oticómetro
optimamente	otimamente
optimismo	otimismo
optimista	otimista
optimístico	otimístico
optimização	otimização
optimizar	otimizar
óptimo	ótimo
orelhas-de-abade	orelhas de abade
organóide	organoide
organoléptico	organolético
organotáctico	organotático
orizóide	orizoide
ornitóide	ornitoide
orquiopéctico	orquiopético
ortopinacóide	ortopinacoide
ortopnóico	ortopnoico
osteoganóide	osteoganoide
osteóide	osteoide
Outono	outono
Outubro	outubro
ovóide	ovoide
pai-de-meninos	pai de meninos
pai-de-santo	pai de santo
pai-de-todos	pai de todos
pai-de-velhacos	pai de velhacos
paleárctica	paleártica
paleárctico	paleártico
paleozóico	paleozoico
palha-de-abade	palha de abade
palóio	paloio
palpos-de-aranha	palpos de aranha
panóptico	panótico
pão-de-açúcar	pão de açúcar
pão-de-ló	pão de ló
pão-por-Deus	pão por Deus
papo-de-anjo	papo de anjo
papo-de-rola	papo de rola
pára-água	para-água
pára-águas	para-águas
pára-brisa	para-brisa
pára-brisas	para-brisas
pára-choque	para-choque
pára-choques	para-choques
pára-chuva	para-chuva
para-escolar	paraescolar
pára-fogo	para-fogo
pára-lama	para-lama
pára-lamas	para-lamas
pára-luz	para-luz
pára-quedas	para-quedas
pára-quedismo	para-quedismo
pára-quedista	para-quedista
pára-raios	para-raios
pára-sol	para-sol
pára-vento	para-vento
parabolóide	paraboloide
paraeléctrico	paraelétrico
paralacticamente	paralaticamente
paraláctico	paralático
paraléctico	paralético
paranóia	paranoia
paranóica	paranoica
paranóico	paranoico
paranóide	paranoide
parapéctico	parapético
parapléctico	paraplético
parapopléctico	parapoplético
parasitóide	parasitoide
paratáctico	paratático
paratifóide	paratifoide
paratireóide	paratireoide
paratiróide	paratiroide
pareléctrico	parelétrico
paróptico	parótico
parvóide	parvoide
passarinho-a-olhar	passarinho a olhar
passarinho-do-egipto	passarinho-do-egito
patetóide	patetoide
pau-a-pique	pau a pique
pau-de-cabeleira	pau de cabeleira
pau-de-fileira	pau de fileira
pau-do-ar	pau do ar
paz-de-alma	paz de alma
pé-de-alferes	pé de alferes
pé-de-altar	pé de altar
pé-de-amigo	pé de amigo
pé-de-atleta	pé de atleta
pé-de-banco	pé de banco
pé-de-boi	pé de boi
pé-de-cabra	pé de cabra
pé-de-cana	pé de cana
pé-de-candeeiro	pé de candeeiro
pé-de-cantiga	pé de cantiga
pé-de-cavalo	pé de cavalo
pé-de-chumbo	pé de chumbo
pé-de-dança	pé de dança
pé-de-moleque	pé de moleque
pé-de-pato	pé de pato
pé-de-vento	pé de vento
pedaço-de-asno	pedaço de asno
pedra-da-lua	pedra da lua
pedra-das-amazonas	pedra das amazonas
pedra-de-afiar	pedra de afiar
pedra-de-águia	pedra de águia
pedra-de-amolar	pedra de amolar
pedra-de-cevar	pedra de cevar
pedra-de-raio	pedra de raio
pedra-de-sangue	pedra de sangue
pedra-de-toque	pedra de toque
pedra-do-ar	pedra do ar
pedra-do-sol	pedra do sol
pedrinha-na-boca	pedrinha na boca
pegamóide	pegamoide
pegmatitóide	pegmatitoide
pegmatóide	pegmatoide
peito-de-canga	peito de canga
peito-de-morte	peito de morte
peixe-eléctrico	peixe-elétrico
péla	pela
pele-de-vinho	pele de vinho
pêlo	pelo
penatissecto	penatisseto
penfigóide	penfigoide
péra	pera
pêra	pera
pêra-da-terra	pera-da-terra
pêra-de-arrátel	pera-de-arrátel
pêra-de-bom-cristão	pera-de-bom-cristão
percepção	perceção
percepcionar	percecionar
percepcionismo	percecionismo
percepcionista	percecionista
perceptibilidade	percetibilidade
perceptivamente	percetivamente
perceptível	percetível
perceptivelmente	percetivelmente
perceptividade	percetividade
perceptivo	percetivo
percepto	perceto, percepto
perceptual	percetual
percóide	percoide
perempção	perenção
perempto	perento
peremptoriamente	perentoriamente
peremptoriedade	perentoriedade
peremptório	perentório
perfeccional	perfecional, perfeccional
perfeccionismo	perfecionismo, perfeccionismo
perfeccionista	perfecionista, perfeccionista
perfeccionístico	perfecionístico, perfeccionístico
perfectibilidade	perfetibilidade, perfetibilidade
perfectibilismo	perfetibilismo, perfectibilismo
perfectibilista	perfetibilista, perfectibilista
perfectibilizar	perfetibilizar, perfectibilizar
perfectivação	perfetivação, perfectivação
perfectível	perfetível, perfectível
perfectividade	perfetividade, perfectividade
perfectivo	perfetivo, perfectivo
pergamóide	pergamoide
perirrectite	perirretite
perna-de-serra	perna de serra
pêro	pero
perspéctico	perspético
perspectiva	perspetiva
perspectivação	perspetivação
perspectival	perspetival
perspectivar	perspetivar
perspectividade	perspetividade
perspectivismo	perspetivismo
perspectivista	perspetivista
perspectivístico	perspetivístico
perspectivo	perspetivo
perspectográfico	perspetográfico
perspectógrafo	perspetógrafo
pés-de-lebre	pés de lebre
petalóide	petaloide
pezizóide	pezizoide
piano-dos-pretos	piano dos pretos
pião-das-nicas	pião das nicas
piezelectricidade	piezeletricidade
piezeléctrico	piezelétrico
piezoelectricidade	piezoeletricidade
piezoeléctrico	piezoelétrico
pilóia	piloia
pinacóide	pinacoide
pingo-de-tocha	pingo de tocha
pingos-de-ovos	pingos de ovos
pinho-de-flandres	pinho de Flandres
pinóia	pinoia
pinóio	pinoio
piolho-de-cobra	piolho de cobra
pirelectricidade	pireletricidade
pireléctrico	pirelétrico
pirenóide	pirenoide
piritóide	piritoide
piroelectricidade	piroeletricidade
piroeléctrico	piroelétrico
piróide	piroide
pitecantropóide	pitecantropoide
pitecóide	pitecoide
pitimbóia	pitimboia
placóide	placoide
planetóide	planetoide
plasmorréctico	plasmorrético
platinóide	platinoide
pleocróico	pleocroico
pluriactividade	pluriatividade
pneumopéctico	pneumopético
pneumopléctico	pneumoplético
pó-de-arroz	pó de arroz
pó-de-chipre	pó de Chipre
pó-de-goa	pó de goa
pó-de-sapato	pó de sapato
pó-de-talco	pó de talco
polaróide	polaroide
policróico	policroico
poliplectro	polipletro
poliplóide	poliploide
polipnóico	polipnoico
polipóide	polipoide
politicóide	politicoide
polizóico	polizoico
pomo-de-adão	pomo de Adão
ponta-de-lança	ponta de lança
pôr-do-sol	pôr do sol
porfiróide	porfiroide
porta-da-rua	porta da rua
porta-jóias	porta-joias
porta-objecto	porta-objeto
pós-adjectival	pós-adjetival
pré-adjectival	pré-adjetival
pré-adopção	pré-adoção
pré-objectal	pré-objetal
pré-selecção	pré-seleção
pré-seleccionado	pré-selecionado
pré-selectivo	pré-seletivo
preceptista	precetista, preceptista
preceptivamente	preceptivamente, precetivamente
preceptivo	preceptivo, precetivo
preceptor	precetor, preceptor
preceptora	precetora, preceptora
preceptorado	precetorado, preceptorado
preceptoral	precetoral, preceptoral
preceptoria	precetoria, preceptoria
preceptorial	precetorial, preceptorial
preconcepção	preconceção
preconceptivo	preconcetivo
predilecção	predileção
predilecta	predileta
predilectamente	prediletamente
predilecto	predileto
prelecção	preleção
preleccionador	prelecionador
preleccionar	prelecionar
preleccionista	prelecionista
prelector	preletor
prelectorado	preletorado
Primavera	primavera
príncipe-de-gales	príncipe de Gales
prismatóide	prismatoide
prismóide	prismoide
pró-activo	pró-ativo
procataléptico	procatalético
proctopéctico	proctopético
profilacticamente	profilaticamente
profiláctico	profilático
profilactismo	profilatismo
projecção	projeção
projeccional	projecional
projeccionista	projecionista
projectação	projetação
projectado	projetado
projectador	projetador
projectante	projetante
projectar	projetar
projectável	projetável
projectício	projetício
projéctil	projétil
projectista	projetista
projectivo	projetivo
projecto	projeto
projecto-lei	projeto-lei
projecto-piloto	projeto-piloto
projectográfico	projetográfico
projectógrafo	projetógrafo
projector	projetor
projectoscópico	projetoscópico
projectura	projetura
proléctico	prolético
prolepticamente	proleticamente
propanóico	propanoico
propenóico	propenoico
proprioceptivo	propriocetivo
proprioceptor	propriocetor
prospecção	prospeção
prospectar	prospetar
prospectiva	prospetiva
prospectivo	prospetivo
prospecto	prospeto
prospector	prospetor
prospectora	prospetora
prostatopéctico	prostatopético
protecção	proteção
proteccional	protecional
proteccionismo	protecionismo
proteccionista	protecionista
protectivo	protetivo
protector	protetor
protectora	protetora
protectorado	protetorado
protectoral	protetoral
protectorato	protetorato
protectoria	protetoria
protectório	protetório
Proterozóico	Proterozoico
proto-alveitar	protoalveitar
proto-ária	protoária
proto-árico	protoárico
proto-estrela	protoestrela
proto-evangelho	protoevangelho
proto-renascimento	protorrenascimento
proto-revolução	protorrevolução
proto-revolucionário	protorrevolucionário
proto-romântico	protorromântico
proto-romantismo	protorromantismo
proto-romboedro	protorromboedro
proto-sincelo	protossincelo
proto-sol	protossol
proto-solar	protossolar
proto-sulfureto	protossulfureto
protozóide	protozoide
protráctil	protráctil, protrátil
prozóico	prozoico
pseudo-anemia	pseudoanemia
pseudo-anónimo	pseudoanónimo
pseudo-apatite	pseudoapatite
pseudo-apendicite	pseudoapendicite
pseudo-apóstolo	pseudoapóstolo
pseudo-arcaísmo	pseudoarcaísmo
pseudo-aticismo	pseudoaticismo
pseudo-ático	pseudoático
pseudo-eólico	pseudoeólico
pseudo-eolismo	pseudoeolismo
pseudo-escorpião	pseudoescorpião
pseudo-escorpionídeo	pseudoescorpionídeo
pseudo-esteatite	pseudoesteatite
pseudo-etimologia	pseudoetimologia
pseudo-etimológico	pseudoetimológico
pseudo-eufémico	pseudoeufémico
pseudo-eufemismo	pseudoeufemismo
pseudo-evangelista	pseudoevangelista
pseudo-iónico	pseudoiónico
pseudo-ionismo	pseudoionismo
pseudo-revelação	pseudorrevelação
pseudo-sábio	pseudossábio
pseudo-sínodo	pseudossínodo
pseudobaptizado	pseudobatizado
pseudodialectal	pseudodialetal
pseudorréctico	pseudorrético
psicoactivo	psicoativo
pterigóide	pterigoide
pteróide	pteroide
pulsorreactor	pulsorreator
punctiforme	punctiforme
punctura	punctura, puntura
putrefacção	putrefação
putrefactivo	putrefativo, putrefactivo
putrefactor	putrefator
putrefactório	putrefatório
quadrirreactor	quadrirreator
quapóia	quapoia
quarto-de-final	quarto de final
quartos-de-final	quartos de final
queijinho-do-céu	queijinho do céu
quelóide	queloide
quimiorrecepção	quimiorreceção
quimiorreceptividade	quimiorrecetividade
quimiorreceptivo	quimiorrecetivo
quimiorreceptor	quimiorrecetor
quimiotáctico	quimiotático
quimiotactismo	quimiotactismo, quimiotatismo
rabditóide	rabditoide
rabdóide	rabdoide
rabo-de-andorinha	rabo de andorinha
rabo-de-arraia	rabo de arraia
rabo-de-leque	rabo de leque
rabo-de-saia	rabo de saia
rabo-de-tatu	rabo de tatu
radiactividade	radiatividade
radiactivo	radiativo
radielectricidade	radieletricidade
radieléctrico	radielétrico
radioactividade	radioatividade
radioactivo	radioativo
radioelectricidade	radioeletricidade
radioeléctrico	radioelétrico
radioelectrónico	radioeletrónico
radiorreceptor	radiorrecetor
ragóide	ragoide
rambóia	ramboia
ranfóide	ranfoide
rarefacção	rarefação
rarefactibilidade	rarefactibilidade, rarefatibilidade
rarefactível	rarefatível, rarefactível
rarefactivo	rarefativo, rarefactivo
rarefactor	rarefator
rato-do-egipto	rato-do-egito
reacção	reação
reaccional	reacional
reaccionária	reacionária
reaccionariamente	reacionariamente
reaccionário	reacionário
reaccionarismo	reacionarismo
reaccionarista	reacionarista
reaccionismo	reacionismo
reaccionista	reacionista
reactivação	reativação
reactivado	reativado
reactivador	reativador
reactivar	reativar
reactividade	reatividade
reactivo	reativo
reactor	reator
reactualizar	reatualizar
readopção	readoção
readoptar	readotar
rebaptismo	rebatismo
rebaptizar	rebatizar
recepção	receção
recepcionado	rececionado
recepcionamento	rececionamento
recepcionante	rececionante
recepcionar	rececionar
recepcionável	rececionável
recepcionista	rececionista
receptação	recetação
receptacular	recetacular
receptáculo	recetáculo
receptado	recetado
receptador	recetador
receptadora	recetadora
receptar	recetar
receptibilidade	recetibilidade
receptiva	recetiva
receptível	recetível
receptividade	recetividade
receptivo	recetivo
receptor	recetor
receptora	recetora
recolecção	recoleção
recolecta	recoleta
recolecto	recoleto
recorrecção	recorreção
recta	reta
recta-pronúncia	reta-pronúncia
rectal	retal, rectal
rectalgia	retalgia
rectamente	retamente
rectangular	retangular
rectangularidade	retangularidade
rectangularmente	retangularmente
rectângulo	retângulo
recticórneo	reticórneo
rectidão	retidão
rectificação	retificação
rectificador	retificador
rectificar	retificar
rectificativo	retificativo
rectificável	retificável
rectifloro	retifloro
rectiforme	retiforme
rectígrado	retígrado
rectilineamente	retilineamente
rectilinearidade	retilinearidade
rectilíneo	retilíneo
rectinérveo	retinérveo
rectiparalelinérveo	retiparalelinérveo
rectirrostro	retirrostro
rectite	retite
rectitude	retitude
recto	reto
recto-uretral	retouretral
rectocele	retocele
rectococcígeo	retococcígeo
rectocolite	retocolite
rectopéctico	retopético
rectopexia	retopexia
rector	retor
rectoscopia	retoscopia
rectoscópico	retoscópico
rectoscópio	retoscópio
rectotomia	retotomia
rectotómico	retotómico
rectovaginal	retovaginal
rectovesical	retovesical
rectricial	retricial
rectriz	retriz
recturetral	returetral
redacção	redação
redactor	redator
redactor-chefe	redator-chefe
redactor-secretário	redator-secretário
redactora	redatora
redactora-chefe	redatora-chefe
redactorial	redatorial
redireccionar	redirecionar
reelectrómetro	reeletrómetro
refectivo	refetivo
refectório	refetório
reflectidamente	refletidamente
reflectido	refletido
reflectidor	refletidor
reflectir	refletir
reflectividade	refletividade
reflectivo	refletivo
reflectografia	refletografia, reflectografia
reflectográfico	refletográfico, reflectográfico
reflectométrico	refletométrico, reflectométrico
reflectómetro	reflectómetro, refletómetro
reflector	refletor
refracção	refração
refractar	refratar
refractariamente	refratariamente
refractário	refratário
refractarismo	refratarismo
refractividade	refratividade
refractivo	refrativo
refracto	refrato
refractometria	refratometria
refractométrico	refratométrico
refractómetro	refratómetro
refractor	refrator
refractoscópico	refratoscópico
refractoscópio	refratoscópio
regiolectal	regioletal
regiolecto	regioleto
réida	reida
reinfecção	reinfeção
reinfeccionar	reinfecionar
relógio-de-ponto	relógio de ponto
reotáctico	reotático
rés-do-chão	rés do chão
resina-de-jalapa	resina de jalapa
resinóide	resinoide
respectivamente	respetivamente
respectivo	respetivo
ressurreccional	ressurrecional
ressurreccionismo	ressurrecionismo
ressurreccionista	ressurrecionista
ressurrecto	ressurreto
retinóide	retinoide
reto-românico	retorromânico
retracção	retração
retractação	retratação
retractar	retratar
retractável	retratável
retráctil	retráctil, retrátil
retractilidade	retractilidade, retratilidade
retractivamente	retrativamente, retractivamente
retractivo	retractivo, retrativo
retracto	retracto, retrato
retroacção	retroação
retroactivamente	retroativamente
retroactividade	retroatividade
retroactivo	retroativo
retroactor	retroator
retroflectido	retrofletido
retroflectir	retrofletir
retroprojecção	retroprojeção
retroprojectar	retroprojetar
retroprojector	retroprojetor
retrospecção	retrospeção
retrospectiva	retrospetiva
retrospectivamente	retrospetivamente
retrospectividade	retrospetividade
retrospectivo	retrospetivo
retrospecto	retrospeto
retrotracção	retrotração
reumatóide	reumatoide
ríccia	rícia
ricciáceas	riciácea
rinenfráctico	rinenfrático
rizóide	rizoide
rizotáctico	rizotático
rombóide	romboide
rosa-de-oiro	rosa de oiro
rosa-de-ouro	rosa de ouro
rosa-dos-ventos	rosa dos ventos
roupa-de-franceses	roupa de franceses
rubefacção	rubefação
ruptura	rutura
sabóia	saboia
saca-de-carvão	saca de carvão
saca-projéctil	saca-projétil
sacaróide	sacaroide
saco-de-areia	saco de areia
saída-de-banho	saída de banho
saída-de-praia	saída de praia
sal-de-azedas	sal de azedas
sal-de-epsom	sal de Epsom
sal-de-glauber	sal de Glauber
sal-de-júpiter	sal de Júpiter
sal-de-saturno	sal de Saturno
sal-de-seldlitz	sal de Seldlitz
sal-de-vichy	sal de Vichy
saprozóico	saprozoico
sarcóide	sarcoide
sarcopióide	sarcopioide
secantóide	secantoide
sector	setor, sector
sectorial	sectorial, setorial
sectorização	sectorização
sectorizar	sectorizar
selecção	seleção
seleccionada	selecionada
seleccionado	selecionado
seleccionador	selecionador
seleccionadora	selecionadora
seleccionamento	selecionamento
seleccionar	selecionar
seleccionável	selecionável
seleccionismo	selecionismo
seleccionista	selecionista
selecta	seleta
selectar	seletar
selectivamente	seletivamente
selectividade	seletividade
selectivo	seletivo
selecto	seleto
selector	seletor
selenóide	selenoide
semi-esferóide	semiesferoide
semi-racional	semirracional
semi-radiado	semirradiado
semi-real	semirreal
semi-reboque	semirreboque
semi-recta	semirreta
semi-recto	semirreto
semi-rei	semirrei
semi-religioso	semirreligioso
semi-rígido	semirrígido
semi-romano	semirromano
semi-roto	semirroto
semi-sábio	semissábio
semi-sagitado	semissagitado
semi-secular	semissecular
semi-sedentário	semissedentário
semi-segredo	semissegredo
semi-selvagem	semisselvagem
semi-septenário	semisseptenário
semi-sepulto	semissepulto
semi-silvestre	semissilvestre
semi-soberania	semissoberania
semi-soberano	semissoberano
semi-som	semissom
semi-soma	semissoma
semi-sonora	semissonora
semi-sonoro	semissonoro
semiesferóide	semiesferoide
senóide	senoide
sentimentalóide	sentimentaloide
sepalóide	sepaloide
séptico	séptico, sético
septuplicar	septuplicar, setuplicar
séptuplo	séptuplo, sétuplo
sequóia	sequoia
sericóia	sericoia
sesamóide	sesamoide
Setembro	setembro
Sicrano	sicrano
sifilóide	sifiloide
sifonóide	sifonoide
sigmóide	sigmoide
siluróide	siluroide
simpléctico	simplético
sinóico	sinoico
sintacticamente	sintaticamente
sintacticista	sintaticista
sintáctico	sintático
sintoxóide	sintoxoide
sinusóide	sinusoide
sobreelevar	sobre-elevar
sobreeminência	sobre-eminência
sobreeminente	sobre-eminente
sobreemissão	sobre-emissão
sobreendividamento	sobre-endividamento
sobreendividar	sobre-endividar
sobreerguer	sobre-erguer
sobreerrogação	sobre-errogação
sobreexaltação	sobre-exaltação
sobreexaltar	sobre-exaltar
sobreexcedente	sobre-excedente
sobreexceder	sobre-exceder
sobreexcelência	sobre-excelência
sobreexcelente	sobre-excelente
sobreexcitação	sobre-excitação
sobreexcitado	sobre-excitado
sobreexcitante	sobre-excitante
sobreexcitar	sobre-excitar
sobreexploração	sobre-exploração
sobreexpor	sobre-expor
sobreexposição	sobre-exposição
sobrefacturação	sobrefaturação
sobrejecção	sobrejeção
sobrejectiva	sobrejetiva
sobrejectivo	sobrejetivo
sociolectal	socioletal
sociolecto	socioleto
sóia	soia
sol-de-gata	sol de gata
solenóide	solenoide
sopa-de-urso	sopa de urso
sopinha-de-massa	sopinha de massa
subacepção	subaceção
subaracnóide	subaracnoide
subárctico	subártico
subdialectal	subdialetal
subdialecto	subdialeto
subdirecção	subdireção
subdirector	subdiretor
subdirector-geral	subdiretor-geral
subdirectora	subdiretora
subdirectoria	subdiretoria
subdirectório	subdiretório
subicterícia	subicterícia, subiterícia
subictérico	subictérico, subitérico
subinspecção	subinspeção
subinspector	subinspetor
subinspectora	subinspetora
subinspectoria	subinspetoria
subjecção	subjeção
subjectivação	subjetivação
subjectivamente	subjetivamente
subjectivar	subjetivar
subjectividade	subjetividade
subjectivismo	subjetivismo
subjectivista	subjetivista
subjectivístico	subjetivístico
subjectivizar	subjetivizar
subjectivo	subjetivo
subsector	subsetor, subsector
subtracção	subtração
subtractivamente	subtrativamente
subtractivo	subtrativo
subtractor	subtrator
subtractora	subtratora
sulfuróide	sulfuroide
superactivado	superativado
superactividade	superatividade
superactivo	superativo
superinfecção	superinfeção
superprotecção	superproteção
supra-escapular	supraescapular
supra-esternal	supraesternal
supra-estrutura	supraestrutura
supra-excitar	supraexcitar
supra-occipital	supraoccipital
supra-ocular	supraocular
supra-orbital	supraorbital
supra-orbitário	supraorbitário
supra-racial	suprarracial
supra-racional	suprarracional
supra-regional	suprarregional
supra-renal	suprarrenal
supra-renalite	suprarrenalite
supra-sensibilidade	suprassensibilidade
supra-sensível	suprassensível
supra-sumo	suprassumo
suscepção	susceção
susceptibilidade	suscetibilidade
susceptibilizar	suscetibilizar
susceptível	suscetível
suspensóide	suspensoide
tablóide	tabloide
tacteabilidade	tateabilidade
tacteadamente	tateadamente
tacteamento	tateamento
tacteante	tateante
tactear	tatear
tacteável	tateável
tacteio	tateio
táctica	tática
tacticamente	taticamente
táctico	tático
tacticografia	tacticografia, taticografia
tacticográfico	tacticográfico, taticográfico
tacticógrafo	tacticógrafo, taticógrafo
táctil	táctil, tátil
tactilidade	tactilidade, tatilidade
tactilmente	tactilmente, tatilmente
tactismo	tactismo, tatismo
tacto	tato
talagóia	talagoia
tangentóide	tangentoide
técnico-táctico	técnico-tático
tecnolectal	tecnoletal
tecnolecto	tecnoleto
tecto	teto
tele-receptor	telerrecetor
teledetecção	teledeteção
teledetectar	teledetetar
teleobjectiva	teleobjetiva
teleprojéctil	teleprojétil
telespectador	telespectador, telespetador
telespectadora	telespectadora, telespetadora
telobjectiva	telobjetiva
telóptico	telótico
tenióide	tenioide
ténis-de-mesa	ténis de mesa
tenontopéctico	tenontopético
tenopéctico	tenopético
tensioactivo	tensioativo
tepalóide	tepaloide
termelectricidade	termeletricidade
termeléctrico	termelétrico
termocróico	termocroico
termodieléctrico	termodielétrico
termoelectricidade	termoeletricidade
termoeléctrico	termoelétrico
termotáctico	termotático
termotactismo	termotatismo, termotactismo
terra-a-terra	terra a terra
terra-de-ninguém	terra de ninguém
terra-de-sevilha	terra de Sevilha
terra-de-siena	terra de Siena
testa-de-ferro	testa de ferro
testa-de-ponte	testa de ponte
tetraplóide	tetraploide
tiflopéctico	tiflopético
tifóide	tifoide
tigmotáctico	tigmotático
tigmotactismo	tigmotatismo, tigmotactismo
tigróide	tigroide
tilacóide	tilacoide
tinta-da-china	tinta da China
tipóia	tipoia
tireóide	tireoide
tiro-de-guerra	tiro de guerra
tiróide	tiroide
tirsóide	tirsoide
tóino	toino
torrão-de-alicante	torrão de Alicante
torrefacção	torrefação
torrefactor	torrefator
toucinho-do-céu	toucinho do céu
tourão-do-mato	tourão-do-mato
toxicóide	toxicoide
toxóide	toxoide
tracção	tração
traccionar	tracionar
tracóide	tracoide
tracto	trato
tractocarro	tratocarro
tractor	trator
tractório	tratório
tractorista	tratorista
trairambóia	trairamboia
trajecto	trajeto
trajector	trajetor
trajectória	trajetória
tramóia	tramoia
transacção	transação
transaccionador	transacionador
transaccionadora	transacionadora
transaccional	transacional
transaccionar	transacionar
transaccionável	transacionável
transaccionista	transacionista
transacto	transato
transactor	transator
transactora	transatora
transceptor	transcetor
transobjectivo	transobjetivo
trapezóide	trapezoide
traquelopéctico	traquelopético
traqueóide	traqueoide
traquitóide	traquitoide
triboelectricidade	triboeletricidade
triboeléctrico	triboelétrico
tricóide	tricoide
tricorréctico	tricorrético
tricróico	tricroico
trióico	trioico
triplóide	triploide
trirrectângulo	trirretângulo
trissectriz	trissetriz, trissectriz
trocóide	trocoide
trofotactismo	trofotatismo, trofotactismo
tróia	troia
tróica	troica
tróico	troico
troixa-de-ovos	troixa de ovos
tromba-de-boi	tromba de boi
trombóide	tromboide
trouxa-de-ovos	trouxa de ovos
tuberculóide	tuberculoide
tuberóide	tuberoide
tucanabóia	tucanaboia
tumefacção	tumefação
turbinosfenóide	turbinosfenoide
turbinosfenóideo	turbinosfenoideo
turborreactor	turborreator
uarurembóia	uaruremboia
ulceróide	ulceroide
ulcóide	ulcoide
ultra-esdrúxulo	ultraesdrúxulo
ultra-etimológico	ultraetimológico
ultra-existência	ultraexistência
ultra-existente	ultraexistente
ultra-infernal	ultrainfernal
ultra-oceânico	ultraoceânico
ultra-ortodoxo	ultraortodoxo
ultra-radical	ultrarradical
ultra-rápido	ultrarrápido
ultra-reacção	ultrarreação
ultra-reaccionária	ultrarreacionária
ultra-reaccionário	ultrarreacionário
ultra-realismo	ultrarrealismo
ultra-realista	ultrarrealista
ultra-revolucionária	ultrarrevolucionária
ultra-revolucionário	ultrarrevolucionário
ultra-rigoroso	ultrarrigoroso
ultra-romântica	ultrarromântica
ultra-romântico	ultrarromântico
ultra-romantismo	ultrarromantismo
ultra-romantizar	ultrarromantizar
ultra-roxo	ultrarroxo
ultra-secreto	ultrassecreto
ultra-secular	ultrassecular
ultra-sensível	ultrassensível
ultra-sofisticado	ultrassofisticado
ultra-solar	ultrassolar
ultra-som	ultrassom
ultra-sónico	ultrassónico
ultra-sonografia	ultrassonografia
ultra-sonográfico	ultrassonográfico
ultra-sonógrafo	ultrassonógrafo
ultra-sonoro	ultrassonoro
ultra-terreno	ultraterreno
ultracorrecção	ultracorreção
ultracorrecto	ultracorreto
umbigo-de-freira	umbigo de freira
unha-de-fome	unha de fome
unhas-de-fome	unhas de fome
unidireccional	unidirecional
ureterenfráctico	ureterenfrático
uretrofráctico	uretrofrático
uretrorrectal	uretrorretal, uretrorrectal
uretrotrombóide	uretrotromboide
urobenzóico	urobenzoico
uróide	uroide
vacinóide	vacinoide
vaginorrectal	vaginorrectal, vaginorretal
varicelóide	variceloide
variolóide	varioloide
vasoactivo	vasoativo
vectação	vetação
vector	vetor
vectorial	vetorial
vectorizar	vetorizar
vectrice	vetrice
vedóia	vedoia
venipunctura	venipuntura, venipunctura
Verão	verão
verbo-de-encher	verbo de encher
veredicto	veredicto, veredito
vesicorrectal	vesicorretal, vesicorrectal
vice-colector	vice-coletor
vice-direcção	vice-direção
vice-director	vice-diretor
vice-directora	vice-diretora
vice-directoria	vice-diretoria
vidro-de-cheiro	vidro de cheiro
vinho-de-caju	vinho de caju
vinho-de-cheiro	vinho de cheiro
vinho-de-maçã	vinho de maçã
vinho-de-maçãs	vinho de maçãs
vinho-de-palma	vinho de palma
vinte-e-quatro-horas	vinte e quatro horas
